ID,Age,Gender,Undergraduate_Major,Undergraduate_GPA,WorkYrsExp,CrtJob,Present_Salary,MngExp,Undergrade_UniRank,Entrepreneurial_Interest,Networking,Scholarship_Type,Post_Job,Expected_Salary,Post_Work_Loc,Reason,Study_Type,Response,TOEIC_Score
191,33,Female,Arts,3.66,1,Consultant,47069,No,36,9.1,3.9,Employer,Marketing Director,157384,Domestic,Networking,On-Campus,Yes,900
192,27,Female,Engineering,2.64,0,Entrepreneur,105193,No,441,8.1,9.8,Scholarship,Marketing Director,154084,International,Career Growth,On-Campus,Yes,650
193,31,Male,Business,2.6,2,Consultant,46348,Yes,472,5.8,4.7,Employer,Finance Manager,107493,International,Networking,On-Campus,No,900
194,23,Male,Arts,2.61,9,Engineer,61999,Yes,345,2.6,4.3,Scholarship,Consultant,116426,Domestic,Skill Enhancement,Online,No,650
195,26,Male,Business,3.62,6,Engineer,51593,No,279,6.3,8.1,Loan,Marketing Director,118911,International,Career Growth,Online,No,700
196,32,Male,Science,3.66,8,Consultant,42428,No,438,4.2,6.7,Employer,Marketing Director,187931,International,Entrepreneurship,Online,No,800
197,22,Female,Engineering,2.66,8,Engineer,112789,No,63,1.3,7.9,Self-funded,Finance Manager,73985,International,Networking,Online,No,600
198,30,Male,Science,3.19,5,Analyst,98613,Yes,214,7.2,8.0,Self-funded,Marketing Director,96066,International,Networking,On-Campus,No,990
199,33,Other,Science,2.28,5,Manager,58389,Yes,33,3.3,6.7,Loan,Startup Founder,117303,International,Entrepreneurship,On-Campus,Yes,500
200,34,Female,Science,2.94,4,Entrepreneur,30904,Yes,175,3.1,8.6,Scholarship,Consultant,150981,International,Networking,Online,Yes,750
201,29,Female,Science,4.0,1,Manager,43651,No,19,7.0,7.5,Loan,Consultant,136810,International,Skill Enhancement,On-Campus,Yes,500
202,25,Female,Business,2.32,6,Engineer,96778,No,418,8.8,6.2,Self-funded,Finance Manager,122963,Domestic,Skill Enhancement,Online,Yes,700
203,26,Male,Economics,3.9,0,Entrepreneur,73586,No,279,3.5,7.9,Scholarship,Marketing Director,109006,International,Skill Enhancement,Online,No,550
204,32,Male,Business,3.65,5,Manager,98247,No,110,8.0,5.5,Employer,Startup Founder,167345,Domestic,Networking,On-Campus,Yes,500
205,32,Male,Arts,3.94,3,Manager,31294,Yes,474,9.0,5.4,Scholarship,Startup Founder,95641,Domestic,Career Growth,Online,Yes,990
206,32,Female,Science,2.36,2,Engineer,68705,Yes,86,2.9,4.1,Scholarship,Startup Founder,138502,International,Skill Enhancement,On-Campus,Yes,700
207,32,Male,Arts,2.43,0,Entrepreneur,97092,Yes,451,9.3,8.6,Loan,Marketing Director,83907,Domestic,Skill Enhancement,Online,Yes,550
208,24,Female,Business,2.03,5,Entrepreneur,57136,No,4,3.5,3.7,Loan,Executive,148475,Domestic,Career Growth,Online,Yes,900
209,34,Male,Science,3.45,6,Manager,112656,No,97,3.0,3.3,Scholarship,Finance Manager,111872,Domestic,Networking,On-Campus,Yes,750
210,34,Male,Business,3.29,0,Entrepreneur,79930,No,459,4.2,3.0,Self-funded,Executive,61176,International,Skill Enhancement,On-Campus,No,850
211,31,Male,Science,2.36,0,Entrepreneur,68293,No,84,3.1,6.9,Employer,Finance Manager,186968,Domestic,Skill Enhancement,Online,Yes,650
212,30,Female,Business,3.58,6,Analyst,70293,No,242,6.2,2.8,Employer,Consultant,123845,Domestic,Skill Enhancement,On-Campus,Yes,800
213,27,Female,Engineering,2.6,5,Engineer,42375,No,128,5.3,8.8,Scholarship,Consultant,152585,Domestic,Career Growth,On-Campus,Yes,800
214,32,Male,Economics,2.27,6,Engineer,60064,No,96,7.0,7.3,Self-funded,Marketing Director,136714,International,Entrepreneurship,Online,Yes,900
215,29,Female,Economics,2.85,7,Analyst,100320,Yes,181,7.5,8.1,Loan,Finance Manager,70910,Domestic,Entrepreneurship,On-Campus,Yes,850
216,27,Male,Science,2.18,7,Manager,87152,No,112,1.7,2.3,Loan,Executive,193904,International,Networking,Online,Yes,500
217,34,Other,Engineering,2.53,8,Consultant,102330,No,399,2.4,1.1,Self-funded,Consultant,170655,Domestic,Entrepreneurship,Online,Yes,500
218,21,Female,Arts,2.74,8,Manager,61682,No,473,8.1,1.7,Self-funded,Marketing Director,121111,Domestic,Networking,Online,No,600
219,21,Male,Engineering,3.7,6,Analyst,101233,Yes,121,1.6,7.1,Loan,Consultant,87634,International,Career Growth,Online,No,500
220,29,Female,Science,3.59,8,Entrepreneur,98383,Yes,273,6.9,1.9,Loan,Executive,124557,International,Skill Enhancement,On-Campus,Yes,550
221,31,Male,Engineering,2.89,5,Analyst,99647,No,406,7.0,5.2,Loan,Finance Manager,145414,International,Career Growth,On-Campus,Yes,750
222,34,Other,Arts,3.45,8,Engineer,56991,Yes,418,7.6,8.2,Loan,Startup Founder,144055,Domestic,Skill Enhancement,On-Campus,Yes,650
223,29,Male,Science,3.14,1,Entrepreneur,52778,No,417,3.0,4.2,Employer,Consultant,152131,Domestic,Career Growth,On-Campus,Yes,500
224,24,Female,Economics,2.68,1,Manager,108617,Yes,25,2.4,1.4,Self-funded,Finance Manager,130561,Domestic,Networking,On-Campus,No,700
225,33,Male,Engineering,3.45,5,Entrepreneur,75415,No,14,5.0,9.0,Scholarship,Consultant,157547,Domestic,Skill Enhancement,On-Campus,Yes,700
226,29,Female,Economics,3.37,2,Engineer,103958,Yes,110,1.4,7.4,Loan,Finance Manager,145128,International,Skill Enhancement,Online,Yes,600
227,23,Female,Economics,3.24,1,Analyst,60537,No,306,8.6,1.3,Self-funded,Executive,193383,Domestic,Career Growth,On-Campus,Yes,800
228,27,Female,Business,3.24,7,Manager,86572,Yes,30,7.7,3.9,Loan,Startup Founder,176352,Domestic,Entrepreneurship,On-Campus,No,500
229,26,Female,Arts,3.37,6,Consultant,70887,No,470,9.0,4.4,Scholarship,Consultant,89961,Domestic,Career Growth,Online,Yes,650
230,28,Female,Engineering,2.77,7,Consultant,92051,Yes,22,1.6,8.8,Employer,Marketing Director,140196,International,Entrepreneurship,On-Campus,Yes,650
231,31,Male,Economics,3.74,5,Analyst,69517,Yes,339,9.3,1.8,Self-funded,Marketing Director,148341,International,Networking,On-Campus,Yes,700
232,29,Male,Economics,2.32,8,Manager,41656,No,102,7.8,7.9,Loan,Consultant,180751,Domestic,Career Growth,Online,Yes,500
233,34,Male,Arts,3.77,8,Manager,96054,Yes,260,2.0,9.8,Scholarship,Finance Manager,183209,Domestic,Skill Enhancement,On-Campus,Yes,800
234,25,Other,Economics,2.68,1,Entrepreneur,105840,No,72,1.9,4.5,Self-funded,Finance Manager,188254,International,Skill Enhancement,Online,No,500
235,21,Male,Economics,2.25,9,Analyst,40458,Yes,301,9.1,1.2,Employer,Consultant,104994,International,Networking,Online,No,800
236,23,Female,Economics,3.2,4,Entrepreneur,66619,No,116,5.2,3.2,Self-funded,Finance Manager,95050,Domestic,Entrepreneurship,Online,Yes,650
237,30,Female,Economics,2.75,8,Analyst,67772,No,256,10.0,2.1,Scholarship,Consultant,166232,International,Entrepreneurship,Online,No,500
238,32,Male,Business,3.63,2,Engineer,55609,No,487,6.7,8.1,Employer,Executive,161613,International,Networking,On-Campus,Yes,850
239,28,Male,Business,2.86,4,Analyst,104493,No,330,7.2,4.2,Employer,Startup Founder,110877,Domestic,Skill Enhancement,On-Campus,Yes,500
240,31,Male,Science,3.34,7,Entrepreneur,111575,No,114,5.2,9.1,Scholarship,Finance Manager,95152,Domestic,Networking,Online,Yes,650
241,26,Male,Engineering,2.62,1,Manager,108754,No,28,4.9,9.2,Loan,Startup Founder,82595,International,Entrepreneurship,On-Campus,No,750
242,28,Male,Arts,2.42,5,Analyst,117972,Yes,182,8.2,4.3,Employer,Executive,177257,International,Networking,On-Campus,Yes,750
243,29,Male,Science,2.78,3,Manager,70975,No,186,5.0,6.4,Loan,Marketing Director,125796,Domestic,Skill Enhancement,On-Campus,Yes,550
244,24,Female,Business,3.21,5,Engineer,110416,No,341,5.5,9.5,Scholarship,Executive,181972,International,Entrepreneurship,Online,Yes,990
245,21,Other,Business,3.31,2,Consultant,86244,Yes,321,4.5,1.8,Employer,Executive,169381,International,Entrepreneurship,On-Campus,Yes,550
246,34,Male,Business,3.16,5,Consultant,105298,No,251,2.8,8.0,Scholarship,Finance Manager,119124,Domestic,Career Growth,On-Campus,No,650
247,21,Male,Science,3.98,6,Entrepreneur,93670,Yes,421,8.6,1.4,Loan,Marketing Director,167664,Domestic,Skill Enhancement,Online,Yes,850
248,30,Male,Business,3.38,9,Analyst,76181,No,182,3.0,5.0,Employer,Startup Founder,177342,Domestic,Career Growth,On-Campus,No,800
249,24,Female,Science,3.86,2,Engineer,67195,No,354,3.7,5.6,Scholarship,Marketing Director,85296,Domestic,Career Growth,Online,No,750
250,32,Female,Business,2.24,4,Engineer,62846,No,395,6.3,5.9,Employer,Executive,103063,Domestic,Entrepreneurship,On-Campus,No,800
251,34,Male,Economics,2.12,7,Manager,57664,No,144,3.9,8.6,Self-funded,Marketing Director,169948,International,Entrepreneurship,On-Campus,Yes,750
252,27,Male,Economics,2.62,1,Entrepreneur,80970,Yes,487,4.2,2.9,Scholarship,Finance Manager,98654,Domestic,Skill Enhancement,On-Campus,No,500
253,22,Female,Engineering,2.27,6,Engineer,39236,Yes,206,1.0,5.0,Scholarship,Finance Manager,134237,Domestic,Networking,Online,Yes,900
254,23,Female,Business,3.05,0,Analyst,110794,Yes,252,8.2,3.5,Scholarship,Executive,114691,International,Career Growth,Online,No,600
255,21,Male,Engineering,3.04,6,Engineer,105339,Yes,449,5.4,6.3,Loan,Consultant,76570,Domestic,Career Growth,On-Campus,No,700
256,25,Female,Science,3.15,0,Consultant,95967,No,351,2.8,6.0,Self-funded,Marketing Director,138724,Domestic,Entrepreneurship,On-Campus,No,550
257,21,Male,Engineering,3.49,3,Entrepreneur,57179,No,172,7.4,8.1,Self-funded,Startup Founder,108100,International,Skill Enhancement,Online,No,600
258,28,Male,Business,3.94,3,Manager,43336,No,171,6.9,2.6,Scholarship,Executive,140588,Domestic,Skill Enhancement,On-Campus,Yes,900
259,21,Female,Science,3.76,4,Analyst,110174,Yes,241,4.4,8.3,Loan,Consultant,110465,Domestic,Entrepreneurship,On-Campus,Yes,600
260,31,Female,Science,2.24,1,Consultant,94790,No,460,6.2,4.1,Loan,Marketing Director,112387,International,Career Growth,On-Campus,Yes,900
261,21,Male,Economics,2.68,5,Engineer,76897,Yes,411,7.0,6.1,Scholarship,Consultant,196229,Domestic,Networking,Online,Yes,550
262,22,Female,Science,2.51,5,Entrepreneur,78192,No,337,1.6,3.1,Scholarship,Executive,180031,International,Networking,Online,No,500
263,22,Male,Science,2.35,7,Entrepreneur,83502,Yes,242,4.8,5.3,Loan,Marketing Director,84715,Domestic,Entrepreneurship,Online,Yes,850
264,32,Female,Engineering,3.09,9,Analyst,71231,No,80,5.7,2.5,Loan,Consultant,67114,International,Skill Enhancement,Online,No,650
265,26,Male,Science,3.11,0,Manager,58283,No,257,7.5,7.2,Employer,Consultant,91930,International,Networking,Online,Yes,990
266,27,Female,Arts,2.45,3,Consultant,77102,No,247,4.4,1.4,Self-funded,Finance Manager,168873,Domestic,Networking,Online,Yes,650
267,25,Female,Economics,3.42,1,Manager,67199,Yes,30,2.5,6.4,Scholarship,Executive,108781,International,Networking,Online,Yes,850
268,21,Male,Economics,3.47,7,Analyst,71717,Yes,123,1.8,7.8,Loan,Startup Founder,153093,Domestic,Networking,Online,Yes,900
269,21,Female,Science,2.04,3,Analyst,99839,No,192,8.3,8.9,Loan,Executive,70255,Domestic,Networking,Online,No,600
270,23,Female,Engineering,2.79,7,Consultant,71073,No,421,5.3,8.4,Self-funded,Executive,101477,International,Networking,On-Campus,No,800
271,34,Female,Economics,3.78,1,Entrepreneur,117071,No,407,3.1,9.1,Self-funded,Finance Manager,183108,International,Entrepreneurship,On-Campus,Yes,550
272,22,Male,Economics,3.04,3,Entrepreneur,94252,No,27,8.2,6.5,Employer,Startup Founder,157400,Domestic,Skill Enhancement,On-Campus,Yes,500
273,25,Female,Arts,2.7,8,Consultant,35016,Yes,357,8.3,1.5,Scholarship,Finance Manager,113170,Domestic,Entrepreneurship,Online,No,500
274,32,Female,Science,2.51,4,Manager,64730,Yes,80,6.9,9.7,Self-funded,Executive,87594,Domestic,Networking,On-Campus,Yes,990
275,30,Male,Economics,2.49,5,Consultant,93643,Yes,88,2.1,8.0,Scholarship,Consultant,123534,International,Skill Enhancement,Online,Yes,550
276,26,Other,Economics,2.2,9,Entrepreneur,33065,No,156,3.7,6.3,Self-funded,Consultant,111558,Domestic,Skill Enhancement,On-Campus,No,990
277,27,Male,Economics,3.63,8,Manager,66716,No,414,8.9,5.1,Scholarship,Executive,161919,International,Networking,Online,Yes,800
278,24,Male,Economics,2.17,8,Engineer,37106,No,474,2.1,1.9,Employer,Marketing Director,129060,International,Career Growth,Online,Yes,750
279,27,Female,Engineering,2.58,6,Manager,93326,No,88,7.3,1.1,Scholarship,Executive,91336,Domestic,Career Growth,Online,No,850
280,31,Female,Business,2.09,1,Entrepreneur,77456,Yes,351,3.3,4.9,Scholarship,Executive,115664,Domestic,Entrepreneurship,On-Campus,No,850
281,28,Female,Arts,3.56,6,Analyst,47312,No,217,1.3,9.8,Loan,Marketing Director,166278,Domestic,Career Growth,On-Campus,No,700
282,31,Male,Engineering,2.08,8,Manager,68190,No,179,7.2,5.7,Scholarship,Marketing Director,97883,International,Skill Enhancement,Online,Yes,850
283,21,Other,Arts,2.62,1,Manager,108965,No,130,3.4,4.5,Loan,Finance Manager,106990,International,Entrepreneurship,Online,No,650
284,26,Male,Economics,3.15,6,Analyst,73042,Yes,253,7.7,5.1,Self-funded,Consultant,62137,Domestic,Entrepreneurship,On-Campus,Yes,850
285,28,Male,Arts,2.82,6,Entrepreneur,98451,Yes,71,4.3,3.7,Loan,Marketing Director,101642,Domestic,Career Growth,Online,Yes,500
286,25,Male,Science,2.56,2,Engineer,55919,No,368,3.0,9.8,Loan,Executive,167305,Domestic,Networking,On-Campus,Yes,500
287,24,Female,Science,2.55,5,Engineer,91657,No,87,9.2,2.2,Loan,Startup Founder,169756,International,Entrepreneurship,Online,Yes,850
288,22,Female,Business,3.6,7,Consultant,117307,No,349,4.2,7.3,Self-funded,Startup Founder,125860,Domestic,Networking,Online,No,850
289,26,Female,Business,3.95,9,Engineer,44199,No,35,9.2,5.1,Scholarship,Finance Manager,136382,International,Networking,Online,Yes,650
290,26,Female,Arts,2.7,7,Engineer,73051,Yes,94,9.7,2.4,Scholarship,Startup Founder,97101,Domestic,Networking,On-Campus,No,550
291,31,Male,Engineering,2.08,2,Manager,39389,Yes,413,4.7,6.3,Self-funded,Consultant,106512,International,Networking,Online,No,750
292,21,Female,Engineering,2.07,5,Consultant,91194,Yes,415,7.5,6.4,Scholarship,Executive,147304,Domestic,Networking,On-Campus,No,500
293,29,Male,Economics,3.52,1,Engineer,39048,Yes,370,4.6,2.6,Scholarship,Startup Founder,177632,International,Career Growth,Online,No,900
294,32,Male,Engineering,3.1,1,Manager,89322,Yes,426,6.9,5.1,Employer,Consultant,185498,International,Career Growth,Online,Yes,900
295,31,Male,Business,3.57,7,Consultant,61546,Yes,194,7.9,9.1,Scholarship,Startup Founder,129850,Domestic,Skill Enhancement,Online,No,650
296,26,Female,Engineering,3.39,9,Manager,94417,Yes,435,6.7,2.0,Employer,Executive,163076,Domestic,Networking,Online,Yes,650
297,33,Female,Economics,3.82,4,Analyst,83652,Yes,335,3.6,9.8,Scholarship,Finance Manager,98398,Domestic,Entrepreneurship,Online,No,600
298,23,Female,Science,3.77,4,Entrepreneur,53249,Yes,16,3.8,1.1,Self-funded,Consultant,147006,Domestic,Career Growth,Online,Yes,800
299,24,Male,Engineering,3.58,3,Entrepreneur,94199,No,8,8.8,6.6,Scholarship,Marketing Director,94354,Domestic,Networking,Online,No,600
300,32,Male,Engineering,2.95,9,Entrepreneur,46179,No,317,6.1,6.1,Scholarship,Marketing Director,71319,Domestic,Networking,Online,Yes,500
301,31,Female,Business,2.62,3,Engineer,30845,Yes,92,9.1,1.1,Employer,Startup Founder,82350,Domestic,Networking,On-Campus,Yes,800
302,24,Male,Arts,3.01,7,Entrepreneur,69058,Yes,40,4.8,6.6,Loan,Marketing Director,113836,Domestic,Networking,Online,Yes,990
303,23,Female,Science,3.0,2,Entrepreneur,48131,Yes,209,3.4,8.2,Loan,Consultant,60583,International,Networking,On-Campus,Yes,990
304,30,Female,Arts,3.22,2,Consultant,117427,No,185,6.5,1.5,Scholarship,Marketing Director,139156,Domestic,Skill Enhancement,Online,No,550
305,23,Male,Economics,2.37,7,Consultant,67733,Yes,245,9.0,5.5,Loan,Consultant,132221,International,Career Growth,Online,Yes,550
306,23,Other,Economics,3.31,2,Consultant,88911,Yes,206,5.5,7.6,Employer,Marketing Director,99718,International,Entrepreneurship,Online,No,990
307,24,Female,Arts,2.91,1,Engineer,30345,No,85,3.5,8.1,Scholarship,Finance Manager,133260,Domestic,Career Growth,On-Campus,No,500
308,27,Male,Business,3.24,4,Entrepreneur,46539,Yes,434,3.0,8.4,Scholarship,Startup Founder,78469,International,Skill Enhancement,On-Campus,No,550
309,24,Female,Business,2.48,2,Engineer,78715,No,283,5.0,1.7,Loan,Consultant,70019,International,Career Growth,On-Campus,Yes,500
310,29,Male,Business,2.87,5,Engineer,91154,No,341,8.7,7.0,Employer,Finance Manager,146234,Domestic,Networking,On-Campus,Yes,850
311,21,Female,Science,2.42,6,Engineer,60496,No,160,3.6,7.5,Scholarship,Startup Founder,151397,Domestic,Networking,On-Campus,No,850
312,28,Female,Economics,3.75,2,Engineer,79255,No,464,6.0,3.5,Loan,Finance Manager,72274,Domestic,Entrepreneurship,Online,Yes,850
313,27,Other,Economics,2.98,8,Engineer,75009,Yes,412,2.6,9.8,Self-funded,Marketing Director,129998,International,Networking,Online,Yes,750
314,22,Female,Economics,2.45,9,Engineer,119396,No,380,7.7,7.5,Loan,Consultant,171489,International,Networking,On-Campus,No,700
315,28,Male,Science,2.08,0,Entrepreneur,66299,Yes,230,5.1,9.3,Employer,Executive,192884,International,Entrepreneurship,Online,Yes,550
316,21,Female,Economics,3.35,6,Consultant,33875,No,119,3.1,7.2,Self-funded,Finance Manager,194787,Domestic,Networking,Online,Yes,900
317,31,Male,Arts,2.43,3,Manager,94024,Yes,285,7.8,2.2,Loan,Executive,196584,International,Skill Enhancement,On-Campus,Yes,800
318,32,Female,Engineering,3.98,6,Manager,87267,Yes,433,7.6,3.3,Self-funded,Consultant,153526,International,Career Growth,On-Campus,No,500
319,29,Female,Science,3.07,8,Manager,37079,No,243,1.3,4.8,Scholarship,Marketing Director,154318,Domestic,Entrepreneurship,On-Campus,Yes,900
320,29,Male,Engineering,2.58,8,Analyst,42914,No,164,5.0,4.9,Scholarship,Marketing Director,169535,International,Career Growth,Online,No,700
321,22,Male,Arts,3.32,0,Consultant,69877,Yes,381,6.3,6.8,Loan,Executive,122000,International,Networking,Online,No,550
322,27,Female,Business,2.55,9,Entrepreneur,87551,No,119,3.3,6.2,Employer,Startup Founder,137028,Domestic,Entrepreneurship,Online,No,750
323,34,Female,Business,3.64,3,Engineer,45037,No,24,1.5,1.8,Employer,Executive,117229,International,Skill Enhancement,Online,Yes,990
324,30,Male,Business,2.62,6,Manager,84792,No,341,3.6,8.6,Employer,Executive,180475,Domestic,Career Growth,Online,Yes,750
325,23,Male,Science,3.98,9,Consultant,74650,No,384,8.8,8.7,Scholarship,Executive,164386,Domestic,Career Growth,Online,Yes,850
326,27,Male,Business,3.21,5,Entrepreneur,48146,No,167,4.1,8.7,Loan,Executive,144509,Domestic,Skill Enhancement,On-Campus,Yes,550
327,32,Female,Science,3.69,8,Manager,60428,No,178,8.1,3.0,Scholarship,Consultant,119419,Domestic,Networking,On-Campus,Yes,800
328,30,Male,Science,2.15,6,Consultant,71677,No,392,7.3,3.9,Scholarship,Consultant,89534,Domestic,Networking,On-Campus,No,990
329,29,Female,Engineering,2.7,2,Entrepreneur,74868,No,476,9.6,7.6,Scholarship,Executive,175767,Domestic,Skill Enhancement,Online,Yes,600
330,24,Male,Business,3.47,6,Consultant,31822,Yes,338,8.8,4.7,Scholarship,Executive,126866,International,Networking,On-Campus,Yes,850
331,32,Female,Economics,3.31,9,Engineer,101340,Yes,467,9.5,5.0,Loan,Marketing Director,88297,Domestic,Networking,On-Campus,No,500
332,21,Male,Business,2.39,4,Consultant,114968,No,147,1.2,6.4,Employer,Finance Manager,84355,Domestic,Skill Enhancement,Online,Yes,990
333,22,Female,Business,2.71,1,Consultant,113839,Yes,166,3.7,1.3,Employer,Consultant,113534,Domestic,Entrepreneurship,On-Campus,Yes,990
334,21,Male,Business,2.53,9,Analyst,45461,No,428,8.9,1.3,Employer,Startup Founder,106331,International,Entrepreneurship,Online,Yes,550
335,34,Female,Economics,3.23,2,Engineer,109987,Yes,282,4.4,1.5,Scholarship,Startup Founder,173759,Domestic,Networking,Online,No,900
336,32,Male,Economics,2.69,5,Consultant,38662,No,70,1.5,3.0,Loan,Startup Founder,97820,International,Career Growth,Online,Yes,900
337,25,Female,Science,2.62,5,Engineer,52183,No,238,9.4,9.8,Self-funded,Finance Manager,153664,International,Entrepreneurship,Online,No,700
338,25,Female,Economics,2.41,6,Consultant,101673,Yes,177,5.1,1.9,Scholarship,Marketing Director,161252,Domestic,Skill Enhancement,Online,Yes,550
